,debias_point,debias_var,dim,dim_var,undebias_point,undebias_var,J,Q,K
0,0.05900434887628414,4.237909990884081,-0.49004172237743404,0.2932965716636251,1.0428918257953814,1.8752564071533255,30,800,5
1,0.07294348330253064,6.006127132818683,-0.1117380967007584,0.28107022107217816,1.042229985747611,2.0635872801667143,30,800,5
2,-0.016960608654360776,4.58559625322357,-0.5004380738820853,0.24923174151098135,0.9112638004925158,2.048872534832302,30,800,5
3,-0.018529430168193195,4.300829194330864,-0.7110645525892139,0.2755902996231767,0.9955119777717482,1.8970396100818856,30,800,5
4,-0.08396656594249607,4.619201207646729,-0.08974708829334066,0.273093853651943,0.9296548779443056,1.7907042864980582,30,800,5
5,0.05976552273607205,4.611905510264582,-0.5176928440524513,0.35895887512342445,1.0141160730329783,2.049736803166772,30,800,5
6,0.016556140271177355,4.271946379949323,-0.5592678819849901,0.3166894633966316,1.049260384032823,2.0779934290362934,30,800,5
7,0.13965498083132943,3.6850604408824843,-0.08939585053856458,0.24161649372764474,1.0721288834028675,1.9887190452047925,30,800,5
8,-0.1554146730342273,4.315282466380515,-0.5608384514844618,0.24925165456680465,0.9683306515787532,1.9036143772342478,30,800,5
9,-0.05915754021622066,5.087761455997924,-0.2765025028917849,0.2814191926358241,0.9758496456592459,1.940171997355031,30,800,5
10,-0.07427591215815132,5.55387904342561,-0.19212336984138645,0.23097824671315742,0.9919761138179845,1.7889801952688156,30,800,5
11,0.10992576956627098,4.243589335924107,-0.39980667586360763,0.3175542132431282,1.0062139549325406,1.821913200448017,30,800,5
12,0.19084787687664817,5.092755232222736,-0.6342905203472942,0.2658119813336692,1.0447964526042892,2.0814833700106607,30,800,5
13,-0.0253157075312207,4.881250856956201,-0.09325413855822884,0.26749664471731743,1.0147723346815747,1.9334422351078222,30,800,5
14,-0.1720806408283796,4.821604197990593,-0.6454061095849237,0.24495682100217173,0.9796884378580953,2.009979482368241,30,800,5
15,0.03996871477948871,4.812960019080083,-0.22717650855619542,0.2691592205782718,1.0606871413538312,1.9593544877126703,30,800,5
16,-0.016602210513959936,5.666644473992432,-0.6647700846704172,0.2987469929876285,1.006476267967958,2.0764896774874138,30,800,5
17,-0.025344566459367557,4.427232849659936,-0.6028722813323748,0.28353818278050175,1.0877231062692296,1.9366697960575288,30,800,5
18,-0.0075702250480178535,5.139866254991954,-0.4528707960947491,0.25933722583152213,1.0193110756093968,2.0286353600877587,30,800,5
19,-0.05676526062260001,5.372581415790127,0.08482369243764243,0.2907017698940744,1.0007991690362967,1.9016700141807823,30,800,5
20,0.049464550968053134,4.546811872233093,-0.2615887640138199,0.2549575935664388,1.0138942120607346,1.9681056547340343,30,800,5
21,-0.06333726764233205,5.328629417295349,-0.4660185593172885,0.24212475154623944,0.9884604221351537,2.0049427599879084,30,800,5
22,0.056964062284728945,5.141074906549335,-0.4759230455008696,0.343904189403939,1.10796343429903,2.1534539701018742,30,800,5
23,-0.17948850503724356,5.157069392886764,-0.49937563964022047,0.24606686420302873,0.9306933398659337,2.180657711778092,30,800,5
24,-0.013661850081509441,5.688765217367504,-1.050060599371995,0.2474049663386813,0.972405548042447,1.8965978436287092,30,800,5
25,-0.10002870082145232,4.833047932843132,-1.1067983459432131,0.3362918618740739,1.0300483129793823,1.9069196797478478,30,800,5
26,-0.06007106096817738,3.72518344851457,-0.4905009145650645,0.2631465271261684,0.9560438678295169,1.9947179492623788,30,800,5
27,0.04677930860937596,3.840366065264875,-0.19645545102181217,0.28371489125345684,0.9737591533364641,1.9485297379174569,30,800,5
28,-0.005619920289064773,3.8677577949889335,-0.8709980352295013,0.27284565793063376,1.0437292788084125,1.8261098597376486,30,800,5
29,-0.027555270628166206,4.0563845718667,-0.9256018967441033,0.2819172578081523,0.9807584622346027,1.97762059310129,30,800,5
30,-0.00771517770023189,4.888890320274534,-0.7421917987111799,0.29974606727558906,0.9659482749488836,2.0242221144336074,30,800,5
31,0.0041672932219389835,5.643114440704269,-0.05524081207945741,0.3025574574342463,1.0049445656688185,2.0268624950553518,30,800,5
32,0.11708134174494433,3.8010758274787824,-0.2238688575935548,0.26424379801029535,1.0133628685044482,2.0131835181501825,30,800,5
33,0.10607211629541324,4.36483222781355,-0.10005543306021192,0.286903367948727,1.0976164008272429,1.9336507747928546,30,800,5
34,0.13729614049400585,4.1753036586157295,-0.49742614255241513,0.26032241013689694,1.0168559233689998,1.890733715231938,30,800,5
35,0.15848623075256452,4.344366704257065,-0.4128081042249798,0.2624394801381835,1.0936751868976078,1.8955164984519122,30,800,5
36,0.06004573805482538,4.456633689341789,-0.12334646934265958,0.2713935870300077,1.0027940508562738,2.115497979988616,30,800,5
37,-0.04351663887155688,4.388354190406641,-0.641170713950908,0.25094774239285883,0.9588451588984097,1.8969984200747712,30,800,5
38,0.027994859119911952,3.6563380415345383,-0.2707085392997799,0.2623635725878121,1.015625296609599,1.8828971863374644,30,800,5
39,-0.14782682512741774,4.0525699809360916,-0.288465050033186,0.24512352584256317,0.9408548833453766,1.823383913105573,30,800,5
40,0.05351020435122211,3.8562994825974757,-0.3234588829373388,0.31033935626230574,1.0486592615298431,1.9175598699935854,30,800,5
41,-0.006249553931401586,5.26949711894867,-0.5556622178552484,0.2358378907500565,0.9856364513865367,2.1799316385720346,30,800,5
42,-0.10762323217093073,3.750174827722497,-0.3962404679725413,0.3087270760738114,0.934692082147725,2.0476023274845923,30,800,5
43,-0.1159418470243877,3.7050391513548613,-0.9118907546830508,0.26995785091966024,0.9891350661800166,1.8731340693296736,30,800,5
44,-0.10840426949994131,3.674308540031176,-0.3884915745598523,0.26175894472909433,0.976991410600172,1.989111501985514,30,800,5
45,0.06436403802479407,4.324442949092597,-0.2589592868646893,0.307284092437261,0.9909950944136575,1.9887342024639605,30,800,5
46,-0.09708933515243068,3.6441092017671304,-0.7702087589671338,0.3695680628596827,0.9805873294797625,1.9633918189150303,30,800,5
47,-0.0026028839640863666,4.929372744417286,-1.0017710636442523,0.2645949530027174,0.9872821621686647,1.9456526236131497,30,800,5
48,-0.06361728192659977,3.886931484895224,-0.21281989570388937,0.2810415204908349,0.9609448673038002,2.0070115512863254,30,800,5
49,0.0336455408302625,5.2685135149221125,-0.20856321558929203,0.26163602840072836,0.9937872930005226,1.8886796577554137,30,800,5
50,-0.03379327943220822,5.470034757628029,-0.45888080167279455,0.2767299414453321,1.0121220556649801,1.9297682478469236,30,800,5
51,0.11998285130346198,4.59666642493087,-0.31935332003076145,0.276272907423162,1.0153713092477925,1.9302678404690132,30,800,5
52,0.14517743398212768,4.237633906624882,-0.9939736955128522,0.24828432747871443,1.0896712272574456,2.0457689338607308,30,800,5
53,-0.015975715123657586,4.658182692118866,-0.06362133563074757,0.2895824858174276,0.9438400364247194,1.9757608641124176,30,800,5
54,0.11464341552087842,5.0491416321728115,-0.22381028434599504,0.2992805995041896,0.9900775395169678,1.9418466485555868,30,800,5
55,-0.08098334777203442,4.825426832197787,-0.5437758902763754,0.28110260487553823,0.9887586194849952,1.8777214393097192,30,800,5
56,-0.04907680968850903,4.052734417130252,-0.47195766839222664,0.25450660729963137,0.9973668097636238,1.8725862481132725,30,800,5
57,-0.036228981038076036,4.812113288921604,-0.8276402886576646,0.3571155635012771,1.022645928296838,1.983319494118394,30,800,5
58,-0.014846202015268317,3.289904368595181,-0.7818980092328118,0.262216211716527,0.9313316001206079,2.104926216445411,30,800,5
59,-0.11830164136857635,4.6114789759067065,-0.35282522459499965,0.27609290036037476,1.0123999055965338,2.098887342931711,30,800,5
60,-0.022126420171876826,4.595286610635834,-0.5086622262406202,0.32131924149162244,0.9828532283238204,2.034977309403159,30,800,5
61,0.03377658015100171,4.767720001090713,-0.28433768407470783,0.24627104374096997,1.0633930605357003,1.8842844542951651,30,800,5
62,-0.13705930688108026,3.9242460569179256,-0.415016516399092,0.2790331827186773,1.0076103033315014,2.0106937228535333,30,800,5
63,-0.0005268515358475279,4.805350681812215,-0.33523668522736205,0.2542587779108907,0.9751638999102726,2.0065671371990965,30,800,5
64,-0.05318731143786104,4.23568110954523,-0.37579125558225623,0.27536500708643286,0.9661827331124396,1.972722432190577,30,800,5
65,0.04878595903484406,3.4158602302085113,-0.019969609536842903,0.26259375384435074,1.0194980046766717,1.8623541862929143,30,800,5
66,-0.032352236961437186,4.8212531212202405,-0.2630996146099074,0.24230291391794775,0.955992814987031,2.0087678858832683,30,800,5
67,-0.041400462686355444,5.231417869572296,0.03954661689978867,0.26988420442805994,0.9560933237687519,2.2598244281774615,30,800,5
68,-0.0904522160462915,4.4953579594184765,-0.41794955286811675,0.27965287607428163,1.0002895255757898,1.7556324104471273,30,800,5
69,-0.024810404446592216,4.99063643163322,-0.7265267237857049,0.23381812005076907,1.0024444488613025,1.8957931710320217,30,800,5
70,0.02519677193934622,4.175576475670574,-0.3149665205420922,0.3818713714837451,0.9771830252394329,1.9799153505007328,30,800,5
71,-0.22816289052410255,4.77388765348855,-0.2693791275915629,0.26833933353193096,0.9530172959465997,2.0992189015728857,30,800,5
72,-0.16203506445465654,3.4144835554061883,-0.5519261232601647,0.30623422961883573,0.8986316680380414,1.952134873329572,30,800,5
73,-0.11055821084258743,4.957274226067099,-0.7023902200134895,0.355659620804313,0.9764507509923451,1.961166989302412,30,800,5
74,0.010084841263887201,4.239907668131031,-0.9332919364034691,0.3077750337038164,1.051913782383872,1.8366687679216565,30,800,5
75,0.008204322693082355,4.8090888035596855,0.35926528096758314,0.3018039258763155,0.9888843600099233,2.0066692119962304,30,800,5
76,-0.0368903119420243,4.781166070236871,-0.6796938845229787,0.24236427199809493,1.005722371276945,1.9727919951365473,30,800,5
77,-0.023882304265752552,4.614684589770589,-0.03652789737885165,0.26516810614166436,1.029605539727705,1.980387063965436,30,800,5
78,0.0008837342484024902,6.096805699693037,-0.5625624600056707,0.2614597060494298,1.023495951832256,1.8251136070163791,30,800,5
79,-0.07638112347411086,3.903493993977121,-0.636002523865729,0.2555759669387434,0.9183982644487702,2.2051212051927602,30,800,5
80,-0.03614568914528926,3.742791127694306,-0.4047842302880902,0.3042530306515459,0.9709883419543986,2.1294628119429686,30,800,5
81,-0.03735029805506185,3.623843790917056,-0.3612714012416074,0.2602326280661087,1.0004087409008702,1.9916728011446783,30,800,5
82,-0.07861697702662118,4.917543997238359,-0.3119641737860439,0.28229542642079275,1.027267215777142,2.092004202899681,30,800,5
83,0.07433623521869093,4.461001140922213,-0.8392121532700498,0.29210562513521654,0.9648697413177086,2.08053989095689,30,800,5
84,-0.1144736319050157,5.12546818949703,-0.810202471243394,0.22286360758609153,0.9689033708375646,1.8442030440923871,30,800,5
85,0.07197490049614808,4.419880313359797,-0.4716773409345336,0.2819172922949247,1.0988902370395726,2.107456064067648,30,800,5
86,-0.10483498744341502,3.820701505628427,-0.6825376870295887,0.24842499881754518,0.9590675904996898,1.9302181172821309,30,800,5
87,0.07650726513947159,4.654113635877304,0.14496746260750104,0.24076826037137905,1.0636199391822003,2.131403900493694,30,800,5
88,-0.045916230159139815,4.648784519886878,-0.528475012381417,0.28312998495142677,0.9971292530524828,2.1175300777939627,30,800,5
89,-0.05547439314593916,4.630755745100661,-0.31415984126974195,0.32255378798006734,1.0301875501729318,1.9419722329529396,30,800,5
90,0.006318146751780551,4.818499888636919,0.052112773030568604,0.2457718745986295,0.9606188735188642,1.9981975177939173,30,800,5
91,-0.051463941710976235,4.3522583411257125,-0.22496818233895866,0.27918877550422017,1.0037223348110071,2.14151789442909,30,800,5
92,0.10595975187655493,4.123934725971888,-0.36656279603409025,0.2742400778617292,1.0329674393593458,2.1761359770331468,30,800,5
93,0.1940695550902778,5.402762906304885,-0.11780844670448865,0.26015129951155735,1.010307466918607,2.0862548424670515,30,800,5
94,0.06017521643066526,5.1845857558966815,-0.4370110499254194,0.29945671367326254,1.0039966929898632,1.9474889792296992,30,800,5
95,0.018754210801103177,4.6337678693371345,-0.5588992344549428,0.2666025873283782,1.0247170548120612,1.9466948963424884,30,800,5
96,-0.07736804190586055,3.528846670230169,-0.3091967477208195,0.238852052922511,0.9675873145756198,1.9451518077215837,30,800,5
97,0.08686955972873345,4.121977311105806,-0.7155513754772915,0.3127463269075773,1.0640302659282679,1.950207383540482,30,800,5
98,-0.04244617250965843,4.227845321672275,-0.8149868652377084,0.27069110530805307,0.9898046732447673,1.9431750305641877,30,800,5
99,-0.013340884898396799,3.3713742931631314,-0.42577472107301517,0.2764854872374459,0.9235703224137753,2.1105469469761093,30,800,5
